Num,1. Accelerator Pedal Position (APP) Indicated Angle (%),2. Air Flow Calculated (g/s),3. Barometric Pressure (BARO) (kPa),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (degree C),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (degree C),6. Catalytic Converter Protection Active,7. Cmmd. A/F Equivalence Ratio (: 1),8. Deceleration Fuel Cutoff,9. Engine Coolant Temperature (ECT) Sensor (degree C),10. Engine Load (%),11. Engine Run Time,12. Engine Speed (rpm),13. Evaporative Emission (EVAP) Purge Solenoid Command (%),14. Fuel Alcohol Content (%),15. Fuel Composition Learn,16. Fuel Tank Level Remaining (%),17. Fuel Trim Cell (   ),18. Fuel Trim Learn,19. Fuel Trim System Test State,20. Fuel Volatility,21. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),22. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),23. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),24. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),25. Hot Open Loop,26. Ignition 1 Signal (V),27. Injector PWM Bank 1 (ms),28. Injector PWM Bank 2 (ms),29. Intake Air Temperature (IAT) Sensor (degree C),30. Intake Manifold Pressure (kPa),31. Long Term Fuel Trim (FT) Bank 1 (%),32. Long Term Fuel Trim (FT) Bank 2 (%),33. Loop Status,34. LT Fuel Trim (FT) Test Average Bank 1 (   ),35. LT Fuel Trim (FT) Test Average Bank 1 w/o Purge (   ),36. LT Fuel Trim (FT) Test Average Bank 2 (   ),37. LT Fuel Trim (FT) Test Average Bank 2 w/o Purge (   ),38. Malfunction Indicator Lamp (MIL) Requested By DTC,39. Manifold Absolute Pressure (MAP) Performance Test 1,40. Manifold Absolute Pressure (MAP) Performance Test 2,41. Manifold Absolute Pressure (MAP) Sensor (kPa),42. Mass Air Flow (MAF) Performance Test,43. Mass Air Flow (MAF) Sensor (g/s),44. Power Enrichment,45. Short Term Fuel Trim (FT) Bank 1 (%),46. Short Term Fuel Trim (FT) Bank 2 (%),47. Spark (deg),48. ST Fuel Trim (FT) Test Average Bank 1 (   ),49. ST Fuel Trim (FT) Test Average Bank 2 (   ),50. Throttle Position (TP) Indicated Angle (%),51. Throttle Position (TP) Performance Test,52. Vehicle Speed Sensor (km/h)
275,10.344,29.383,100,746,746,No,1,Inactive,95,50.980,00:08:09,1355.250,52.157,22.853,Active,98.931,1,Enabled,Disabled,Low,807.292,755.208,837.674,755.208,Inactive,13.820,5.018,5.213,6,43,-3.906,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,28.200,Inactive,-6.250,1.562,27.500,0,0,29.719,OK,73
276,10.031,29.406,100,745,745,No,1,Inactive,95,50.980,00:08:10,1349,52.549,22.853,Active,98.539,1,Enabled,Disabled,Low,677.083,742.188,781.250,763.889,Inactive,13.845,4.718,4.853,6,43,-3.906,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,28.360,Inactive,-10.938,-5.469,27.500,0,0,29.582,OK,72
277,10.031,29.141,100,745,745,No,1,Inactive,95,51.373,00:08:10,1314.500,52.549,22.853,Active,98.539,0,Enabled,Disabled,Low,820.312,742.188,464.410,759.549,Inactive,13.820,4.703,4.132,6,42,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,58,OK,27.580,Inactive,-8.594,-1.562,27,0,0,29.582,OK,72
278,10.031,28.625,100,744,744,No,1,Inactive,95,50.980,00:08:11,1324.500,52.157,22.853,Active,98.539,0,Enabled,Disabled,Low,43.403,750.868,52.083,759.549,Inactive,13.845,4.492,4.567,6,43,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,27.680,Inactive,0,3.906,27.500,0,0,30.012,OK,72
279,17.004,41.023,100,744,744,No,1,Inactive,95,71.765,00:08:11,1410,75.294,22.853,Active,98.931,1,Enabled,Disabled,Low,855.035,724.826,846.354,746.528,Inactive,13.820,7.782,7.602,6,27,-3.906,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,72,OK,41.260,Inactive,6.250,6.250,21,0,0,34.270,OK,72
280,17.316,43.367,100,744,744,No,1,Inactive,95,72.941,00:08:11,1405.250,94.118,22.853,Active,98.931,1,Enabled,Disabled,Low,772.569,724.826,807.292,755.208,Inactive,13.820,7.347,7.287,6,22,-3.906,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,77,OK,41.100,Inactive,-4.688,-3.125,15.500,0,0,34.973,OK,72
281,17.316,43.117,100,744,744,No,1,Inactive,95,72.549,00:08:12,1380,99.608,22.853,Active,98.931,1,Enabled,Disabled,Low,781.250,711.806,186.632,759.549,Inactive,13.795,7.722,7.527,6,21,-3.906,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,78,OK,41.020,Inactive,-0.781,-9.375,15.500,0,0,34.973,OK,72
282,17.141,42.555,100,744,744,No,1,Inactive,95,72.549,00:08:12,1359.750,100,22.853,Active,98.931,1,Enabled,Disabled,Low,720.486,729.167,802.951,763.889,Inactive,13.820,7.106,7.467,6,21,-3.906,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,79,OK,40.230,Inactive,-7.031,0,15.500,0,0,34.973,OK,72
283,15.480,40.805,100,743,743,No,1,Inactive,95,69.020,00:08:13,1333.500,97.255,22.853,Active,98.931,1,Enabled,Disabled,Low,742.188,733.507,238.715,763.889,Inactive,13.845,7.242,7.121,6,23,-4.688,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,77,OK,38,Inactive,-2.344,-0.781,16.500,0,0,33.840,OK,72
284,14.445,38.328,100,743,743,No,1,Inactive,95,65.490,00:08:13,1320.500,85.882,22.853,Active,98.931,1,Enabled,Disabled,Low,651.042,729.167,794.271,768.229,Inactive,13.820,6.746,6.295,6,27,-4.688,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,74,OK,34.150,Inactive,-2.344,-6.250,19,0,0,32.707,OK,71
285,14.426,36.867,100,743,743,No,1,Inactive,95,66.275,00:08:14,1283.250,81.569,22.853,Active,98.931,1,Enabled,Disabled,Low,733.507,742.188,186.632,768.229,Inactive,13.820,6.325,6.550,6,27,-4.688,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,73,OK,35.510,Inactive,-3.125,-1.562,18.500,0,0,32.707,OK,70
286,19.016,42.344,100,743,743,No,1,Inactive,95,84.314,00:08:14,1337.500,90.980,22.853,Active,98.931,1,Enabled,Disabled,Low,750.868,711.806,772.569,763.889,Inactive,13.795,7.692,7.121,6,20,-4.688,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,83,OK,42.400,Inactive,-8.594,-1.562,15.500,0,0,35.832,OK,70
287,20.715,45.742,100,743,743,No,1,Inactive,95,80.784,00:08:14,1328.500,100,22.853,Active,98.931,1,Enabled,Disabled,Low,720.486,716.146,737.847,755.208,Inactive,13.820,8.308,8.263,6,14,-5.469,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,85,OK,43.750,Inactive,-3.125,-1.562,11,0,0,37.258,OK,70
288,17.883,43.266,100,742,742,No,1,Inactive,95,76.078,00:08:15,1284.250,100,22.853,Active,98.931,1,Enabled,Disabled,Low,91.146,729.167,112.847,755.208,Inactive,13.845,7.933,7.903,6,16,-5.469,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,84,OK,39.840,Inactive,-3.125,-1.562,11.500,0,0,35.539,OK,70
289,15.129,41.305,100,742,742,No,1,Inactive,95,70.980,00:08:15,1309.750,100,22.853,Active,98.931,1,Enabled,Disabled,Low,772.569,733.507,772.569,746.528,Inactive,13.820,7.362,7.377,6,21,-5.469,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,80,OK,35.580,Inactive,1.562,2.344,16.500,0,0,33.566,OK,71
290,14.445,38.203,100,742,742,No,1,Inactive,95,65.490,00:08:15,1318.750,86.667,22.853,Active,98.931,1,Enabled,Disabled,Low,755.208,716.146,707.465,746.528,Inactive,13.845,6.821,6.355,6,26,-5.469,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,74,OK,34.970,Inactive,-0.781,-5.469,20.500,0,0,33.137,OK,71
291,12.375,33.711,100,742,742,No,1,Inactive,95,57.255,00:08:16,1267.500,72.157,22.853,Active,98.931,1,Enabled,Disabled,Low,677.083,724.826,811.632,746.528,Inactive,13.820,5.694,5.965,6,33,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,66,OK,29.150,Inactive,-8.594,-6.250,22.500,0,0,30.578,OK,71
292,12.375,33.055,100,742,742,No,1,Inactive,95,56.471,00:08:16,1307,61.176,22.853,Active,98.931,1,Enabled,Disabled,Low,260.417,729.167,460.069,746.528,Inactive,13.820,5.694,5.303,6,36,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,65,OK,30.160,Inactive,-2.344,-6.250,24,0,0,30.578,OK,71
293,9.016,30.445,100,741,741,No,1,Inactive,95,50.196,00:08:17,1300.250,57.647,22.853,Active,98.931,0,Enabled,Disabled,Low,659.722,729.167,811.632,746.528,Inactive,13.845,4.072,4.372,6,40,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,61,OK,25.900,Inactive,-7.812,-0.781,26,0,0,28.312,OK,71
294,8.996,26.594,100,741,741,No,1,Inactive,95,44.706,00:08:17,1329.750,50.196,22.853,Active,98.931,0,Enabled,Disabled,Low,34.722,737.847,43.403,750.868,Inactive,13.845,3.771,3.756,6,46,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,54,OK,23.870,Inactive,-1.562,-0.781,30,0,0,28.156,OK,71
295,8.664,24.789,100,741,741,No,1,Inactive,95,42.353,00:08:17,1336.750,48.627,22.853,Active,98.931,0,Enabled,Disabled,Low,43.403,724.826,52.083,742.188,Inactive,13.845,3.801,3.756,6,50,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,51,OK,22.970,Inactive,3.906,4.688,32,0,0,27.746,OK,70
296,8.664,23.727,100,740,740,No,1,Inactive,96,42.745,00:08:18,1323.750,48.627,22.853,Active,98.931,0,Enabled,Disabled,Low,99.826,711.806,247.396,737.847,Inactive,13.770,3.891,3.921,6,51,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,49,OK,22.810,Inactive,6.250,7.812,32,0,0,27.590,OK,69
297,8.645,23.422,100,740,740,No,1,Inactive,96,43.137,00:08:18,1302.500,48.627,22.853,Active,98.931,0,Enabled,Disabled,Low,759.549,716.146,772.569,733.507,Inactive,13.770,4.087,3.576,6,51,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,49,OK,22.930,Inactive,7.812,7.812,31,0,0,27.590,OK,69
298,7.316,21.555,100,739,739,No,1,Inactive,96,38.039,00:08:19,1261.750,47.843,22.853,Active,98.931,0,Enabled,Disabled,Low,108.507,707.465,56.424,729.167,Inactive,13.795,3.546,3.501,6,53,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,46,OK,20.060,Inactive,3.125,4.688,33,0,0,26.457,OK,68
299,5.949,19.805,100,739,739,No,1,Inactive,96,35.686,00:08:19,1272.750,46.667,22.853,Active,98.931,0,Enabled,Disabled,Low,95.486,716.146,468.750,724.826,Inactive,13.770,3.260,3.305,6,56,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,44,OK,18.140,Inactive,4.688,8.594,35.500,0,0,25.754,OK,67
300,5.285,17.414,100,739,739,No,1,Inactive,96,31.373,00:08:19,1254.750,45.098,22.853,Active,98.931,0,Enabled,Disabled,Low,811.632,720.486,802.951,724.826,Inactive,13.795,3.005,2.674,6,60,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,40,OK,16.090,Inactive,8.594,8.594,38.500,0,0,24.758,OK,67
301,3.918,15.789,100,738,738,No,1,Inactive,96,27.843,00:08:20,1216.750,43.529,22.853,Active,98.931,0,Enabled,Disabled,Low,625,711.806,143.229,724.826,Inactive,13.795,2.554,2.689,6,62,-19.531,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,37,OK,13.680,Inactive,3.906,5.469,41.500,0,0,23.898,OK,66
302,0.500,14.391,100,738,738,No,1,Inactive,96,25.882,00:08:20,1217.500,40.392,22.853,Active,98.931,7,Enabled,Disabled,Low,781.250,720.486,768.229,720.486,Inactive,13.746,2.359,2.359,6,65,-19.531,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,36,OK,12.580,Inactive,3.906,5.469,43.500,0,0,21.633,OK,66
303,0.500,9.211,100,737,737,No,1,Inactive,96,17.647,00:08:21,1182.750,45.882,22.853,Active,98.931,7,Enabled,Disabled,Low,151.910,659.722,789.931,729.167,Inactive,13.770,3.441,3.035,6,57,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,44,OK,8.170,Inactive,3.906,0.781,28,0,0,19.641,OK,66
304,0.500,8.773,100,737,737,No,1,Inactive,96,17.255,00:08:21,1195,20.392,22.853,Active,98.931,7,Enabled,Disabled,Low,815.972,668.403,590.278,724.826,Inactive,13.770,3.350,2.719,6,59,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,42,OK,8.160,Inactive,3.906,-3.125,17,0,0,19.504,OK,66
305,0.500,7.961,100,737,737,No,1,Inactive,96,14.118,00:08:21,1185,17.255,22.853,Active,98.931,7,Enabled,Disabled,Low,824.653,664.062,759.549,729.167,Inactive,13.770,2.825,2.479,6,62,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,38,OK,6.580,Inactive,-0.781,3.906,21.500,0,0,18.078,OK,65
306,0.500,7.172,100,737,737,No,1,Inactive,96,12.157,00:08:22,1166.250,16.078,22.853,Active,98.931,7,Enabled,Disabled,Low,737.847,655.382,208.333,729.167,Inactive,13.770,2.479,2.359,6,65,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,35,OK,5.680,Inactive,-1.562,-0.781,26.500,0,0,15.676,OK,65
307,0.500,6.570,100,737,737,No,1,Inactive,96,11.373,00:08:22,1155,14.902,22.853,Active,98.931,7,Enabled,Disabled,Low,499.132,677.083,785.590,724.826,Inactive,13.770,2.103,2.088,6,68,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,33,OK,5.460,Inactive,-5.469,3.906,30.500,0,0,16.535,OK,64
308,0.500,6.148,100,736,736,No,1,Inactive,96,11.765,00:08:23,1131,14.118,22.853,Active,98.931,7,Enabled,Disabled,Low,82.465,664.062,750.868,724.826,Inactive,13.770,2.239,1.923,6,69,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,31,OK,5.440,Inactive,1.562,-0.781,31,0,0,16.535,OK,64
309,0.500,5.875,100,736,736,No,1,Inactive,96,12.157,00:08:23,1110.500,14.118,22.853,Active,98.931,7,Enabled,Disabled,Low,798.611,659.722,633.681,724.826,Inactive,13.746,2.254,1.863,6,70,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,30,OK,5.370,Inactive,2.344,-2.344,30.500,0,0,16.379,OK,62
310,0.500,5.711,100,736,736,No,1,Inactive,96,11.765,00:08:23,1088,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,837.674,664.062,416.667,729.167,Inactive,13.770,2.133,1.878,6,70,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,30,OK,5.370,Inactive,-2.344,-2.344,29.500,0,0,16.242,OK,61
311,0.500,5.633,100,735,735,No,1,Inactive,96,12.549,00:08:24,1079.750,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,824.653,651.042,807.292,724.826,Inactive,13.746,2.118,1.893,6,70,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,30,OK,5.250,Inactive,-4.688,-2.344,29.500,0,0,16.242,OK,61
312,0.500,5.484,100,735,735,No,1,Inactive,96,11.765,00:08:24,1047.250,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,820.312,659.722,781.250,729.167,Inactive,13.770,2.013,1.878,6,70,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,30,OK,5.160,Inactive,-8.594,-3.125,28.500,0,0,15.812,OK,60
313,0.500,5.305,100,734,734,No,1,Inactive,96,12.549,00:08:25,1027.500,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,772.569,659.722,542.535,724.826,Inactive,13.770,1.968,1.803,6,70,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,30,OK,5.230,Inactive,-10.156,-7.031,28,0,0,15.812,OK,59
314,0.500,5.273,100,734,734,No,1,Inactive,96,12.549,00:08:25,1017,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,768.229,672.743,772.569,729.167,Inactive,13.746,1.938,2.028,6,70,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,OK,OK,30,OK,5.080,Inactive,-10.938,0.781,27.500,0,0,15.812,OK,58
315,0.500,5.164,100,733,733,No,1,Inactive,96,12.941,00:08:26,995.750,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,720.486,655.382,811.632,729.167,Inactive,13.746,1.953,1.953,6,69,-20.312,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,30,OK,5.060,Inactive,-11.719,-3.906,27,0,0,15.969,OK,56
316,0.500,5.055,100,733,733,No,1,Inactive,96,12.941,00:08:26,967.250,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,464.410,659.722,802.951,720.486,Inactive,13.746,1.938,1.968,6,69,-21.094,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,31,OK,5.150,Inactive,-13.281,-4.688,27,0,0,15.812,OK,55
317,0.500,5.047,100,733,733,No,1,Inactive,96,13.333,00:08:26,958.250,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,151.910,655.382,776.910,720.486,Inactive,13.746,2.239,1.908,6,69,-21.094,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,31,OK,5.080,Inactive,-3.906,-8.594,26.500,0,0,15.812,OK,53
318,0.500,4.891,100,732,732,No,1,Inactive,96,13.725,00:08:27,915.250,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,833.333,659.722,368.924,720.486,Inactive,13.746,2.314,1.908,6,68,-21.094,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,32,OK,5.160,Inactive,-3.906,-10.938,25.500,0,0,15.676,OK,51
319,0.500,4.805,100,732,732,No,1,Inactive,96,14.118,00:08:27,877.500,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,842.014,664.062,711.806,720.486,Inactive,13.720,2.239,2.239,6,67,-21.094,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,33,OK,5.140,Inactive,-8.594,-1.562,24,0,0,15.676,OK,49
320,0.500,4.648,100,731,731,No,1,Inactive,96,14.902,00:08:28,832.250,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,828.993,655.382,837.674,720.486,Inactive,13.746,2.299,2.178,6,67,-22.656,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,5.170,Inactive,-10.156,-6.250,22,0,0,15.539,OK,46
321,0.500,4.578,100,731,731,No,1,Inactive,96,14.902,00:08:28,791,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,807.292,651.042,811.632,720.486,Inactive,13.746,2.209,2.194,6,66,-23.438,-23.438,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.060,Inactive,-13.281,-7.031,20.500,0,0,15.383,OK,44
322,0.500,4.398,100,731,731,No,1,Inactive,96,15.294,00:08:28,738.500,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,629.340,638.021,798.611,720.486,Inactive,13.746,2.194,2.148,6,64,-24.219,-24.219,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,4.970,Inactive,-6.250,-11.719,16.500,0,0,15.246,OK,41
323,0.500,4.289,100,730,730,No,1,Inactive,96,15.294,00:08:29,693.750,12.549,22.853,Active,98.931,7,Enabled,Disabled,Low,73.785,655.382,646.701,720.486,Inactive,13.720,2.689,2.178,6,62,-24.219,-25,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,5.110,Inactive,-6.250,-13.281,17,0,0,15.539,OK,38
324,0.500,4.266,100,730,730,No,1,Inactive,96,16.078,00:08:29,652.750,12.549,22.853,Active,98.931,7,Enabled,Disabled,Low,789.931,672.743,60.764,720.486,Inactive,13.696,2.855,2.614,6,60,-24.219,-25,Closed,0,0.922,0,0.906,Yes,Fault,OK,40,OK,4.970,Inactive,-5.469,-4.688,17.500,0,0,15.539,OK,35
325,0.500,4.234,100,729,729,No,1,Inactive,96,16.078,00:08:30,612.500,12.549,22.853,Active,98.931,7,Enabled,Disabled,Low,807.292,685.764,82.465,720.486,Inactive,13.770,3.005,2.734,6,58,-24.219,-25,Closed,0,0.922,0,0.906,Yes,Fault,OK,41,OK,5.110,Inactive,-5.469,-3.906,18.500,0,0,15.676,OK,32
326,0.500,3.492,100,729,729,No,1,Inactive,96,17.647,00:08:30,533.250,11.765,22.853,Active,98.931,7,Enabled,Disabled,Low,581.597,711.806,117.188,720.486,Inactive,13.820,2.224,2.389,6,61,-26.562,-25,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,5.640,Inactive,-10.938,0,11,0,0,16.809,OK,28
327,0.500,5.859,100,729,729,No,1,Inactive,96,18.431,00:08:30,532.750,15.294,22.853,Active,98.931,7,Enabled,Disabled,Low,238.715,711.806,629.340,720.486,Inactive,13.845,1.863,2.224,6,63,-26.562,-25,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,5.690,Inactive,-11.719,1.562,18.500,0,0,17.102,OK,27
328,0.500,5.469,100,728,728,No,1,Inactive,96,18.824,00:08:31,494.750,14.510,22.853,Active,98.931,7,Enabled,Disabled,Low,30.382,703.125,603.299,720.486,Inactive,13.795,2.088,2.043,6,62,-26.562,-26.562,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,6.120,Inactive,-6.250,-7.031,28.500,0,0,17.668,OK,25
329,0.500,6.289,100,728,728,No,1,Inactive,96,20.392,00:08:31,614.250,15.294,22.853,Active,98.931,7,Enabled,Disabled,Low,34.722,716.146,52.083,716.146,Inactive,13.820,2.239,2.284,6,61,-26.562,-26.562,Closed,0,0.922,0,0.906,Yes,Fault,OK,39,OK,6.530,Inactive,-2.344,-2.344,19,0,0,18.078,OK,24
330,5.793,7.211,100,726,726,No,1,Inactive,96,22.353,00:08:32,623.500,16.863,22.853,Active,98.931,7,Enabled,Disabled,Low,30.382,711.806,43.403,716.146,Inactive,13.820,2.449,2.434,6,62,-26.562,-26.562,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,8.110,Inactive,-1.562,-1.562,19,0,0,21.066,OK,23
331,14.289,15.008,100,726,726,No,1,Inactive,96,56.471,00:08:32,864,34.118,22.853,Active,98.931,0,Enabled,Disabled,Low,60.764,694.444,43.403,716.146,Inactive,13.845,4.612,4.342,6,48,-19.531,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,51,OK,19.050,Inactive,7.031,2.344,20,0,0,27.316,OK,23
332,18.332,29.562,100,726,726,No,1,Inactive,96,70.588,00:08:32,1221.750,56.863,22.853,Active,98.931,0,Enabled,Disabled,Low,768.229,677.083,69.444,703.125,Inactive,13.820,6.160,6.010,6,34,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,Fault,OK,72,OK,31.830,Inactive,-3.125,7.031,8,0,0,31.848,OK,24
333,21.691,44.703,100,726,726,No,1,Inactive,96,69.020,00:08:33,1616.750,82.353,22.853,Active,98.931,1,Enabled,Disabled,Low,755.208,677.083,855.035,694.444,Inactive,13.820,6.881,7.662,6,27,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,Fault,OK,73,OK,45.240,Inactive,-3.906,7.031,22,0,0,35.402,OK,26
334,21.730,46.281,100,726,726,No,1,Inactive,96,67.843,00:08:33,1687.750,84.314,22.853,Active,98.931,1,Enabled,Disabled,Low,811.632,685.764,664.062,703.125,Inactive,13.845,7.257,6.701,6,27,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,Fault,OK,73,OK,47.220,Inactive,1.562,1.562,23,0,0,35.402,OK,28
335,21.730,47.031,100,726,726,No,1,Inactive,96,67.451,00:08:34,1711,83.922,22.853,Active,98.931,1,Enabled,Disabled,Low,512.153,690.104,789.931,707.465,Inactive,13.845,6.821,7.166,6,28,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,Fault,OK,73,OK,48.330,Inactive,0.781,-3.906,23,0,0,35.402,OK,30
336,22.375,48.938,100,726,726,No,1,Inactive,96,70.980,00:08:34,1726,83.922,22.853,Active,98.931,1,Enabled,Disabled,Low,820.312,690.104,164.931,716.146,Inactive,13.820,7.437,7.362,6,26,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,75,OK,49.620,Inactive,-4.688,1.562,22,0,0,36.105,OK,31
337,24.699,52.305,100,726,726,No,1,Inactive,96,80.392,00:08:35,1814.500,94.902,22.853,Active,98.931,1,Enabled,Disabled,Low,225.694,672.743,811.632,746.528,Inactive,13.820,7.527,7.076,6,20,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,78,OK,59.360,Inactive,0,0.781,21,0,0,36.965,OK,33
338,27.785,59.836,100,726,726,No,1,Inactive,96,80,00:08:35,1856.750,100,22.853,Active,98.931,1,Enabled,Disabled,Low,503.472,716.146,781.250,772.569,Inactive,13.820,8.023,8.413,6,18,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,84,OK,61.810,Inactive,-0.781,-4.688,21,0,0,39.367,OK,34
339,29.816,69.172,100,726,726,No,1,Inactive,96,80.784,00:08:35,1975.250,100,22.853,Active,98.931,1,Enabled,Disabled,Low,112.847,703.125,707.465,768.229,Inactive,13.820,8.804,8.909,6,13,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,87,OK,66.190,Inactive,-0.781,3.125,20,0,0,42.082,OK,36
340,29.816,71.188,100,728,728,No,1,Inactive,96,80.784,00:08:36,2016,100,22.853,Active,98.931,1,Enabled,Disabled,Low,824.653,711.806,117.188,755.208,Inactive,13.820,9.300,8.804,6,13,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,87,OK,68.230,Inactive,5.469,1.562,20.500,0,0,42.219,OK,38
341,29.641,72.109,100,728,728,No,1,Inactive,96,80.784,00:08:36,2052.750,100,22.853,Active,98.931,1,Enabled,Disabled,Low,733.507,716.146,824.653,746.528,Inactive,13.820,8.984,8.398,6,13,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,87,OK,69.190,Inactive,2.344,7.812,21,0,0,42.219,OK,40
342,29.641,73.133,100,730,730,No,1,Inactive,96,80.784,00:08:37,2073.750,100,22.853,Active,98.931,1,Enabled,Disabled,Low,711.806,711.806,750.868,742.188,Inactive,13.820,8.984,8.864,6,13,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,86,OK,69.510,Inactive,3.125,3.906,21.500,0,0,42.355,OK,41
343,29.641,74.102,100,730,730,No,1,Inactive,96,80.784,00:08:37,2095.750,100,22.853,Active,98.931,1,Enabled,Disabled,Low,251.736,703.125,716.146,733.507,Inactive,13.820,9.029,8.924,6,14,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,86,OK,71,Inactive,3.125,-1.562,21.500,0,0,42.492,OK,42
344,29.309,75.383,100,733,733,No,1,Inactive,96,79.608,00:08:38,2140.500,100,22.853,Active,98.931,1,Enabled,Disabled,Low,104.167,694.444,629.340,729.167,Inactive,13.770,9.044,9.029,6,14,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,86,OK,71,Inactive,3.906,4.688,22.500,0,0,42.648,OK,44
