Num,1. Accelerator Pedal Position (APP) Indicated Angle (Cylinder 5 Instrument Cluster (IC) Circuit Open Test Status),2. Air Conditioning (A/C) Relay Command (Cylinder 5 Instrument Cluster (IC) Circuit Short Gnd Test Status),3. Air Flow Calculated (Cylinder 5 Instrument Cluster (IC) Circuit Short Volts Test Status),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (Cylinder 6 Injector Circuit Open Test Status),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (Cylinder 6 Injector Circuit Short Gnd Test Status),6. Camshaft Position (CMP) Sensor (Cylinder 6 Injector Circuit Short Volts Test Status),7. Cycles Of Misfire Data (Cylinder 6 Instrument Cluster (IC) Circuit Open Test Status),8. Cylinder 1 Injector Circuit Open Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Gnd Test Status),9. Cylinder 1 Injector Circuit Short Gnd Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Volts Test Status),10. Cylinder 1 Injector Circuit Short Volts Test Status (Cylinder 7 Injector Circuit Open Test Status),11. Cylinder 1 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 7 Injector Circuit Short Gnd Test Status),12. Cylinder 1 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 7 Injector Circuit Short Volts Test Status),13. Cylinder 1 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Open Test Status),14. Cylinder 2 Injector Circuit Open Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Gnd Test Status),15. Cylinder 2 Injector Circuit Short Gnd Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Volts Test Status),16. Cylinder 2 Injector Circuit Short Volts Test Status (Cylinder 8 Injector Circuit Open Test Status),17. Cylinder 2 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 8 Injector Circuit Short Gnd Test Status),18. Cylinder 2 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 8 Injector Circuit Short Volts Test Status),19. Cylinder 2 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Open Test Status),20. Cylinder 3 Injector Circuit Open Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Gnd Test Status),21. Cylinder 3 Injector Circuit Short Gnd Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Volts Test Status),22. Cylinder 3 Injector Circuit Short Volts Test Status (Cylinder Deactivation Performance Test),23. Cylinder 3 Instrument Cluster (IC) Circuit Open Test Status (Engine Coolant Temperature (ECT) Sensor),24. Cylinder 3 Instrument Cluster (IC) Circuit Short Gnd Test Status (Engine Load),25. Cylinder 3 Instrument Cluster (IC) Circuit Short Volts Test Status (Engine Oil Pressure Sensor),26. Cylinder 4 Injector Circuit Open Test Status (Engine Run Time),27. Cylinder 4 Injector Circuit Short Gnd Test Status (Engine Speed),28. Cylinder 4 Injector Circuit Short Volts Test Status (Fuel Tank Level Remaining),29. Cylinder 4 Instrument Cluster (IC) Circuit Open Test Status (Ignition 1 Signal),30. Cylinder 4 Instrument Cluster (IC) Circuit Short Gnd Test Status (Injector 1 Disabled Due To Misfire),31. Cylinder 4 Instrument Cluster (IC) Circuit Short Volts Test Status (Injector 2 Disabled Due To Misfire),32. Cylinder 5 Injector Circuit Open Test Status (Injector 3 Disabled Due To Misfire),33. Cylinder 5 Injector Circuit Short Gnd Test Status (Injector 4 Disabled Due To Misfire),34. Cylinder 5 Injector Circuit Short Volts Test Status (Injector 5 Disabled Due To Misfire)
486,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,324,00:04:47
487,529,98.931,14.393,No,No,No,No,No,No,No,No,2.209,2.088,13,No,35,5.940,0,2,0,0,0,0,46,0,0,12,0,2,0,1,739,0,Inactive
488,30.500,17.688,92,0,0.500,Off,5.477,292,292,517,74,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
489,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,21.176,324,00:04:48,518.500,98.931,14.393,No
490,No,No,No,No,No,No,No,2.494,2.359,13,No,38,6.610,0,2,0,0,0,0,48,0,0,12,0,2,0,1,739,0,Inactive,32,18.391,92,0
491,0.500,Off,6.164,292,292,561,75,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
492,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,20,320,00:04:48,561.500,98.931,14.368,No,No,No,No,No
493,No,No,No,2.404,2.284,13,No,37,6.200,0,2,0,0,0,0,50,0,0,12,0,2,0,1,739,0,Inactive,31,17.980,92,0,0.500,Off,6.297,292
494,292,551,77,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
495,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.431,328,00:04:49,551.500,98.931,14.218,No,No,No,No,No,No,No,No,2.103
496,2.013,13,No,35,5.970,0,2,0,0,0,0,52,0,0,12,0,2,0,1,739,0,Inactive,23.500,17.688,92,0,0.500,Off,5.656,292,292,535,79,OK
497,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
498,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,328,00:04:49,511,98.931,14.244,No,No,No,No,No,No,No,No,2.103,1.983,13,No,34
499,5.800,0,2,0,0,0,0,54,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.551,92,0,0.500,Off,5.016,292,292,472,81,OK,OK,OK,OK,OK
500,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
501,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,22.353,320,00:04:49,481.250,98.931,14.119,No,No,No,No,No,No,No,No,2.569,2.434,13,No,38,6.890,0,2,0
502,0,0,0,54,0,0,12,0,2,0,1,739,0,Inactive,31.500,18.820,92,0,0.500,Off,6.297,292,292,562,83,OK,OK,OK,OK,OK,OK,OK,OK,OK
503,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
504,OK,OK,OK,OK,OK,OK,53,19.608,324,00:04:50,582,98.931,14.218,No,No,No,No,No,No,No,No,2.419,2.269,13,No,38,6.060,0,2,0,0,0,0,56
505,0,0,12,0,2,0,1,739,0,Inactive,26.500,17.824,92,0,0.500,Off,6.211,292,292,600,85,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
506,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
507,OK,OK,53,18.431,328,00:04:50,605.750,98.931,14.368,No,No,No,No,No,No,No,No,2.103,1.983,13,No,34,5.770,0,2,0,0,0,0,56,0,0,12,0
508,2,0,1,739,0,Inactive,21,17.551,92,0,0.500,Off,5.703,292,292,556,86,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
509,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.431
510,324,00:04:51,554.250,98.931,14.343,No,No,No,No,No,No,No,No,2.043,1.938,13,No,34,5.870,0,2,0,0,0,0,58,0,0,12,0,2,0,1,739
511,0,Inactive,27.500,17.551,92,0,0.500,Off,5.430,292,292,523,88,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
512,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.039,320,00:04:51,496.500,98.931
513,14.094,No,No,No,No,No,No,No,No,2.118,2.013,13,No,34,5.820,0,2,0,0,0,0,58,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.551
514,92,0,0.500,Off,5.125,292,292,471,90,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
515,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,21.961,324,00:04:51,472.500,98.931,14.094,No,No,No
516,No,No,No,No,No,2.599,2.464,13,No,38,6.770,0,2,0,0,0,0,60,0,0,12,0,2,0,1,739,0,Inactive,32,18.684,92,0,0.500,Off
517,6.352,292,292,553,92,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
518,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,20.392,324,00:04:52,583.500,98.931,14.293,No,No,No,No,No,No,No
519,No,2.554,2.404,13,No,39,6.460,0,2,0,0,0,0,60,0,0,12,0,2,0,1,739,0,Inactive,28,18.117,92,0,0.500,Off,6.391,292,292,608
520,94,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
521,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,19.216,328,00:04:52,621,98.931,14.443,No,No,No,No,No,No,No,No,2.178,2.043,13
522,No,35,5.840,0,2,0,0,0,0,60,0,0,12,0,2,0,1,739,0,Inactive,20,17.688,92,0,0.500,Off,5.469,292,292,527,95,OK,OK,OK
523,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
524,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.431,328,00:04:53,537.250,98.931,14.318,No,No,No,No,No,No,No,No,2.103,2.013,13,No,34,5.630,0
525,2,0,0,0,0,62,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.688,92,0,0.500,Off,5.203,292,292,483,97,OK,OK,OK,OK,OK,OK,OK
526,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
527,OK,OK,OK,OK,OK,OK,OK,OK,53,19.608,320,00:04:53,473.250,98.931,14.218,No,No,No,No,No,No,No,No,2.329,2.224,13,No,36,6.130,0,2,0,0,0
528,0,62,0,0,12,0,2,0,1,739,0,Inactive,31,17.980,92,0,0.500,Off,5.305,292,292,479,99,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
529,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
530,OK,OK,OK,OK,53,23.137,324,00:04:53,486.500,98.931,14.268,No,No,No,No,No,No,No,No,2.749,2.614,13,No,40,7.070,0,2,0,0,0,0,64,0,0
531,12,0,2,0,1,739,0,Inactive,32.500,18.957,92,0,0.500,Off,6.586,292,292,611,1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
532,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
533,53,19.608,328,00:04:54,611.250,98.931,14.318,No,No,No,No,No,No,No,No,2.314,2.239,13,No,37,6.130,0,0,0,0,0,0,0,0,0,14,0,2,0
534,1,805,0,Inactive,21.500,17.824,68,0,0.500,Off,5.609,292,292,576,3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
535,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,328,00:04:54
536,577.250,98.931,14.368,No,No,No,No,No,No,No,No,2.088,1.998,13,No,34,5.760,0,0,0,0,0,0,2,0,0,14,0,2,0,1,805,0,Inactive
537,27.500,17.551,68,0,0.500,Off,5.492,292,292,544,4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
538,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,328,00:04:55,541.750,98.931,14.368,No
539,No,No,No,No,No,No,No,2.073,1.968,13,No,34,5.860,0,0,0,0,0,0,2,0,0,14,0,2,0,1,805,0,Inactive,30.500,17.688,68,0
540,0.500,Off,5.164,292,292,466,6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
541,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,19.216,320,00:04:55,440.500,98.931,14.268,No,No,No,No,No
542,No,No,No,2.284,2.178,13,No,36,6.090,0,0,0,0,0,0,2,0,0,14,0,2,0,1,805,0,Inactive,31,17.824,68,0,0.500,Off,5.289,292
543,292,475,8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
544,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,22.745,320,00:04:55,484,98.931,14.293,No,No,No,No,No,No,No,No,2.794
545,2.659,13,No,40,7.020,0,0,0,0,0,0,4,0,0,14,0,2,0,1,805,0,Inactive,33,18.820,68,0,0.500,Off,6.797,292,292,628,10,OK
546,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
547,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,328,00:04:56,633,98.931,14.417,No,No,No,No,No,No,No,No,2.254,2.194,13,No,36
548,5.980,0,0,0,0,0,0,4,0,0,14,0,2,0,1,805,0,Inactive,18.500,17.688,68,0,0.500,Off,5.625,292,292,582,12,OK,OK,OK,OK,OK
549,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
550,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,328,00:04:56,582.500,98.931,14.443,No,No,No,No,No,No,No,No,2.088,1.998,13,No,34,5.890,0,0,0
551,0,0,0,4,0,0,14,0,2,0,1,805,0,Inactive,24.500,17.688,68,0,0.500,Off,5.141,292,292,486,13,OK,OK,OK,OK,OK,OK,OK,OK,OK
552,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
553,OK,OK,OK,OK,OK,OK,53,19.216,320,00:04:57,496,98.931,14.069,No,No,No,No,No,No,No,No,2.224,2.103,13,No,35,5.800,0,0,0,0,0,0,6
554,0,0,14,0,2,0,1,805,0,Inactive,30.500,17.688,68,0,0.500,Off,5.320,292,292,475,15,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
555,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
556,OK,OK,53,23.137,324,00:04:57,474.250,98.931,14.194,No,No,No,No,No,No,No,No,2.749,2.599,13,No,39,7.250,0,0,0,0,0,0,8,0,0,14,0
557,2,0,1,805,0,Inactive,32.500,19.113,68,0,0.500,Off,6.867,292,292,629,17,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
558,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824
559,328,00:04:57,629,98.931,14.268,No,No,No,No,No,No,No,No,2.239,2.118,13,No,36,5.910,0,0,0,0,0,0,10,0,0,14,0,2,0,1,805
560,0,Inactive,18.500,17.688,68,0,0.500,Off,5.602,292,292,572,19,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
561,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,328,00:04:58,574.250,98.931
562,14.318,No,No,No,No,No,No,No,No,2.073,1.968,13,No,34,5.790,0,0,0,0,0,0,10,0,0,14,0,2,0,1,805,0,Inactive,26.500,17.688
563,68,0,0.500,Off,5.469,292,292,543,21,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
564,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,324,00:04:58,541.750,98.931,14.218,No,No,No
565,No,No,No,No,No,2.163,2.043,13,No,35,5.800,0,0,0,0,0,0,12,0,0,14,0,2,0,1,805,0,Inactive,30.500,17.688,68,0,0.500,Off
566,5.297,292,292,506,22,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
567,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,19.608,320,00:04:59,505.750,98.931,14.268,No,No,No,No,No,No,No
568,No,2.359,2.239,13,No,36,6.100,0,0,0,0,0,0,12,0,0,14,0,2,0,1,805,0,Inactive,31,17.980,68,0,0.500,Off,5.680,292,292,525
569,24,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
570,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,20.392,324,00:04:59,538.250,98.931,14.318,No,No,No,No,No,No,No,No,2.449,2.314,13
571,No,37,6.330,0,0,0,0,0,0,12,2,0,14,0,2,0,1,805,0,Inactive,31.500,17.824,68,0,0.500,Off,6.070,292,292,580,26,OK,OK,OK
572,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
573,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.431,328,00:04:59,581.750,98.931,14.268,No,No,No,No,No,No,No,No,2.163,2.058,13,No,35,5.850,0
574,0,0,0,0,0,14,2,0,14,0,2,0,1,805,0,Inactive,25,17.551,68,0,0.500,Off,5.875,292,292,585,28,OK,OK,OK,OK,OK,OK,OK
575,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
576,OK,OK,OK,OK,OK,OK,OK,OK,53,18.431,320,00:05:00,581.500,98.931,14.268,No,No,No,No,No,No,No,No,2.058,1.953,13,No,34,5.850,0,0,0,0,0
577,0,16,2,0,14,0,2,0,1,805,0,Inactive,23,17.688,68,0,0.500,Off,4.945,292,292,503,30,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
578,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
579,OK,OK,OK,OK,53,19.216,312,00:05:00,499.750,98.931,14.144,No,No,No,No,No,No,No,No,2.239,2.118,13,No,35,5.980,0,0,0,0,0,0,16,2,0
580,14,0,2,0,1,805,0,Inactive,30.500,17.688,68,0,0.500,Off,5.375,292,292,472,31,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
581,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
582,53,19.216,320,00:05:01,463.750,98.931,13.870,No,No,No,No,No,No,No,No,2.449,2.329,13,No,37,6.110,0,0,0,0,0,0,18,2,0,14,0,2,0
583,1,805,0,Inactive,31.500,17.980,68,0,0.500,Off,6.391,292,292,577,33,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
584,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,19.608,320,00:05:01
585,557,98.931,14.168,No,No,No,No,No,No,No,No,2.374,2.254,13,No,37,6.090,0,0,0,0,0,0,18,2,0,14,0,2,0,1,805,0,Inactive
586,24.500,17.824,68,0,0.500,Off,6.008,292,292,587,35,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
587,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,332,00:05:01,587,98.931,14.218,No
588,No,No,No,No,No,No,No,2.178,2.058,13,No,35,5.920,0,0,0,0,0,0,20,2,0,14,0,2,0,1,805,0,Inactive,25,17.824,68,0
589,0.500,Off,5.531,292,292,567,37,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
590,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.431,324,00:05:02,568,98.931,14.268,No,No,No,No,No
591,No,No,No,2.058,1.968,13,No,34,5.720,0,0,0,0,0,0,22,2,0,14,0,2,0,1,805,0,Inactive,27,17.551,68,0,0.500,Off,5.258,292
592,292,546,39,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
593,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.431,324,00:05:02,546,98.931,14.293,No,No,No,No,No,No,No,No,2.088
594,1.983,13,No,34,5.760,0,0,0,0,0,0,24,2,0,14,0,2,0,1,805,0,Inactive,30.500,17.551,68,0,0.500,Off,4.977,292,292,492,40,OK
595,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
596,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,19.216,320,00:05:03,502,98.931,14.069,No,No,No,No,No,No,No,No,2.209,2.118,13,No,35
597,5.620,0,0,0,0,0,0,26,2,0,14,0,2,0,1,805,0,Inactive,30.500,17.551,68,0,0.500,Off,5.211,292,292,476,42,OK,OK,OK,OK,OK
598,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
599,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,21.961,320,00:05:03,475.750,98.931,14.168,No,No,No,No,No,No,No,No,2.629,2.494,13,No,38,6.670,0,0,0
600,0,0,0,28,2,0,14,0,2,0,1,805,0,Inactive,32,18.547,68,0,0.500,Off,6.422,292,292,607,44,OK,OK,OK,OK,OK,OK,OK,OK,OK
601,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
602,OK,OK,OK,OK,OK,OK,54,18.824,328,00:05:03,617,98.931,14.268,No,No,No,No,No,No,No,No,2.299,2.209,13,No,36,5.980,0,0,0,0,0,0,30
603,2,0,14,0,2,0,1,805,0,Inactive,20,17.824,68,0,0.500,Off,5.797,292,292,579,46,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
604,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
605,OK,OK,54,18.431,332,00:05:04,578.250,98.931,14.293,No,No,No,No,No,No,No,No,2.088,1.998,13,No,34,5.750,0,0,0,0,0,0,32,2,0,14,0
606,2,0,1,805,0,Inactive,24.500,17.551,68,0,0.500,Off,5.422,292,292,556,48,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
607,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.431
608,324,00:05:04,561.250,98.931,14.194,No,No,No,No,No,No,No,No,2.043,1.953,13,No,34,5.740,0,0,0,0,0,0,32,2,0,14,0,2,0,1,805
609,0,Inactive,29,17.551,68,0,0.500,Off,4.750,292,292,495,50,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
610,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.824,320,00:05:05,504.250,98.931
611,14.218,No,No,No,No,No,No,No,No,2.148,2.058,13,No,35,5.720,0,0,0,0,0,0,32,2,0,14,0,2,0,1,805,0,Inactive,30.500,17.395
