Num,1. * Park/Neutral Position (PNP) Switch (If Equipped),2. Accelerator Pedal Position (APP) Indicated Angle (%),3. Air Conditioning (A/C) Relay Command,4. Air Flow Calculated (g/s),5. Ambient Air Temperature (degree C),6. Barometric Pressure (BARO) (kPa),7. Brake Pedal Position (BPP) Signal,8. Cold Startup,9. Cruise Control Active,10. Deceleration Fuel Cutoff,11. Desired Idle Speed (rpm),12. Engine Control (EC) Ignition Relay Command,13. Engine Control (EC) Ignition Relay Feedback Signal (V),14. Engine Coolant Temperature (ECT) Sensor (degree C),15. Engine Load (%),16. Engine Oil Level Switch,17. Engine Oil Pressure Sensor (kPa),18. Engine Run Time,19. Engine Speed (rpm),20. Evaporative Emission (EVAP) Purge Solenoid Command (%),21. Evaporative Emission (EVAP) Vent Solenoid Command,22. Fuel Pump Relay Circuit Open Test Status,23. Fuel Pump Relay Circuit Short Gnd Test Status,24. Fuel Pump Relay Circuit Short Volts Test Status,25. Fuel Pump Relay Command,26. Fuel Tank Level Remaining (%),27. Fuel Tank Pressure Sensor (mmHg),28. Fuel Trim Cell (   ),29. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),30. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),31. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),32. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),33. Ignition 1 Signal (V),34. Ignition Accessory Signal,35. Ignition Off Time (min),36. Injector PWM Bank 1 (ms),37. Injector PWM Bank 2 (ms),38. Intake Air Temperature (IAT) Sensor (degree C),39. Intake Manifold Pressure (kPa),40. Long Term Fuel Trim (FT) Bank 1 (%),41. Long Term Fuel Trim (FT) Bank 2 (%),42. Loop Status,43. Malfunction Indicator Lamp (MIL) Circuit Open Test Status,44. Malfunction Indicator Lamp (MIL) Circuit Short Gnd Test Status,45. Malfunction Indicator Lamp (MIL) Circuit Short Volts Test Status,46. Malfunction Indicator Lamp (MIL) Command,47. Malfunction Indicator Lamp (MIL) Requested By DTC,48. Manifold Absolute Pressure (MAP) Sensor (kPa),49. Mass Air Flow (MAF) Sensor (g/s),50. Power Enrichment,51. Short Term Fuel Trim (FT) Bank 1 (%),52. Short Term Fuel Trim (FT) Bank 2 (%),53. Spark (deg),54. Throttle Position (TP) Indicated Angle (%),55. Vehicle Speed Sensor (km/h),56. Warm-Ups Since DTC Cleared (counts),57. Warm-Ups w/o Emission Faults (   ),58. Warm-Ups w/o Non-Emission Faults (   )
249,Park/Neutral,0.500,Off,7.172,13,98,Released,No,Inactive,Inactive,688,On,14.400,35,24.314,OK,332,00:01:33,662.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,850.694,594.618,833.333,69.444,14.493,On,0,2.359,2.224,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.670,Inactive,10.938,7.031,20,18.957,0,0,0,0
250,Park/Neutral,0.500,Off,6.875,13,98,Released,No,Inactive,Inactive,688,On,14.500,35,25.490,OK,336,00:01:33,633.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,143.229,638.021,811.632,86.806,14.393,On,0,2.584,2.449,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.960,Inactive,10.938,7.031,26.500,19.680,0,0,0,0
251,Park/Neutral,0.500,Off,7.430,13,98,Released,No,Inactive,Inactive,688,On,14.400,35,25.490,OK,340,00:01:33,659.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.651,14,807.292,703.125,755.208,95.486,14.467,On,0,2.659,2.479,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.010,Inactive,13.281,7.031,21,19.387,0,0,0,0
252,Park/Neutral,0.500,Off,7.219,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,24.314,OK,332,00:01:34,670.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.652,14,863.715,590.278,815.972,65.104,14.443,On,0,2.449,2.269,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.630,Inactive,13.281,7.031,19,19.250,0,0,0,0
253,Park/Neutral,0.500,Off,6.805,13,98,Released,No,Inactive,Inactive,688,On,14.500,36,24.314,OK,344,00:01:34,629.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.634,14,863.715,802.951,759.549,86.806,14.417,On,0,2.479,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.580,Inactive,13.281,7.031,27,19.250,0,0,0,0
254,Park/Neutral,0.500,Off,7.016,13,98,Released,No,Inactive,Inactive,688,On,14.400,36,24.314,OK,344,00:01:35,647.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.660,14,846.354,807.292,768.229,82.465,14.443,On,0,2.374,2.314,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.630,Inactive,8.594,7.031,22.500,19.387,0,0,0,0
255,Park/Neutral,0.500,Off,6.969,13,98,Released,No,Inactive,Inactive,688,On,14.400,36,24.706,OK,340,00:01:35,637.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,828.993,798.611,833.333,73.785,14.343,On,0,2.464,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.740,Inactive,8.594,7.031,27,19.387,0,0,0,0
256,Park/Neutral,0.500,Off,7.055,13,98,Released,No,Inactive,Inactive,688,On,14.400,36,24.706,OK,336,00:01:35,641.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.674,14,768.229,776.910,842.014,99.826,14.368,On,0,2.449,2.404,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.730,Inactive,7.812,7.031,26.500,19.387,0,0,0,0
257,Park/Neutral,0.500,Off,7.219,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,24.706,OK,336,00:01:36,662.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.692,14,737.847,742.188,842.014,121.528,14.443,On,0,2.359,2.314,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.780,Inactive,7.812,7.031,20.500,19.387,0,0,0,0
258,Park/Neutral,0.500,Off,6.688,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,24.706,OK,336,00:01:36,614.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.656,14,646.701,716.146,811.632,434.028,14.368,On,0,2.419,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.780,Inactive,7.031,7.031,24,19.387,0,0,0,0
259,Park/Neutral,0.500,Off,7.188,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,24.706,OK,336,00:01:37,646.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.651,14,117.188,694.444,789.931,616.319,14.417,On,0,2.509,2.374,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.780,Inactive,8.594,5.469,24.500,19.387,0,0,0,0
260,Park/Neutral,0.500,Off,7.172,13,98,Released,No,Inactive,Inactive,688,On,14.400,36,24.706,OK,348,00:01:37,656.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.613,14,186.632,651.042,802.951,377.604,14.417,On,0,2.389,2.284,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.740,Inactive,8.594,5.469,20.500,19.250,0,0,0,0
261,Park/Neutral,0.500,Off,6.805,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,25.098,OK,332,00:01:37,626.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.643,14,125.868,590.278,694.444,503.472,14.417,On,0,2.449,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.780,Inactive,8.594,5.469,28.500,19.250,0,0,0,0
262,Park/Neutral,0.500,Off,7.008,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,24.314,OK,332,00:01:38,646,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,95.486,525.174,147.569,221.354,14.443,On,0,2.434,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.640,Inactive,8.594,6.250,24,19.250,0,0,0,0
263,Park/Neutral,0.500,Off,7.219,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,24.706,OK,336,00:01:38,656.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.667,14,169.271,273.438,91.146,86.806,14.443,On,0,2.434,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.750,Inactive,9.375,6.250,22,19.387,0,0,0,0
264,Park/Neutral,0.500,Off,6.953,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,24.314,OK,336,00:01:39,639.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.643,14,52.083,212.674,824.653,60.764,14.443,On,0,2.449,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.620,Inactive,10.156,6.250,26.500,19.250,0,0,0,0
265,Park/Neutral,0.500,Off,7.055,13,98,Released,No,Inactive,Inactive,688,On,14.400,36,24.314,OK,340,00:01:39,653,0,Venting,Not Run,OK,Not Run,On,98.931,1.607,14,585.938,208.333,781.250,86.806,14.417,On,0,2.449,2.284,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.660,Inactive,11.719,6.250,21.500,19.250,0,0,0,0
266,Park/Neutral,0.500,Off,6.977,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,24.706,OK,336,00:01:39,644.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.609,14,807.292,173.611,711.806,95.486,14.393,On,0,2.509,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.700,Inactive,12.500,6.250,23.500,19.250,0,0,0,0
267,Park/Neutral,0.500,Off,6.945,13,98,Released,No,Inactive,Inactive,688,On,14.400,36,24.314,OK,340,00:01:40,640.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,859.375,208.333,802.951,78.125,14.393,On,0,2.524,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.660,Inactive,12.500,6.250,24.500,19.250,0,0,0,0
268,Park/Neutral,0.500,Off,6.797,13,98,Released,No,Inactive,Inactive,688,On,14.300,36,25.098,OK,332,00:01:40,624.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,868.056,368.924,824.653,82.465,14.368,On,0,2.584,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.780,Inactive,12.500,6.250,28.500,19.250,0,0,0,0
269,Park/Neutral,0.500,Off,7.133,13,98,Released,No,Inactive,Inactive,688,On,14.300,37,24.706,OK,340,00:01:41,650.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.665,14,868.056,807.292,824.653,104.167,14.368,On,0,2.434,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.730,Inactive,12.500,6.250,24.500,19.387,0,0,0,0
270,Park/Neutral,0.500,Off,6.953,13,98,Released,No,Inactive,Inactive,688,On,14.300,37,23.922,OK,344,00:01:41,652.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.676,14,850.694,815.972,828.993,112.847,14.393,On,0,2.299,2.224,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.510,Inactive,8.594,6.250,21,19.113,0,0,0,0
271,Park/Neutral,0.500,Off,6.758,13,98,Released,No,Inactive,Inactive,688,On,14.200,37,24.706,OK,336,00:01:41,621.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.622,14,742.188,811.632,776.910,125.868,14.393,On,0,2.569,2.479,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.660,Inactive,8.594,6.250,30,19.387,0,0,0,0
272,Park/Neutral,0.500,Off,7.398,13,98,Released,No,Inactive,Inactive,680,On,14.200,37,25.882,OK,332,00:01:42,638.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.588,14,60.764,776.910,802.951,130.208,14.368,On,0,2.704,2.554,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,8.060,Inactive,10.156,6.250,28,19.543,0,0,0,0
273,Park/Neutral,0.500,Off,7.086,13,98,Released,No,Inactive,Inactive,680,On,14.200,37,23.137,OK,336,00:01:42,660,0,Venting,Not Run,OK,Not Run,On,98.931,1.600,14,859.375,629.340,850.694,95.486,14.268,On,0,2.344,2.194,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.280,Inactive,10.156,6.250,18.500,18.957,0,0,0,0
274,Park/Neutral,0.500,Off,6.172,13,98,Released,No,Inactive,Inactive,680,On,14.200,37,23.137,OK,340,00:01:43,588,0,Venting,Not Run,OK,Not Run,On,98.931,1.627,14,824.653,681.424,811.632,238.715,14.343,On,0,2.434,2.299,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,34,7.200,Inactive,10.156,6.250,28,19.543,0,0,0,0
275,Park/Neutral,0.500,Off,6.938,13,98,Released,No,Inactive,Inactive,680,On,14.300,37,24.314,OK,344,00:01:43,623.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.665,14,138.889,720.486,685.764,651.042,14.318,On,0,2.554,2.374,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.560,Inactive,10.156,4.688,28.500,18.957,0,0,0,0
276,Park/Neutral,0.500,Off,6.969,13,98,Released,No,Inactive,Inactive,680,On,14.300,37,23.137,OK,340,00:01:43,660.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.643,14,863.715,564.236,794.271,264.757,14.368,On,0,2.299,2.118,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.240,Inactive,10.156,4.688,20.500,18.957,0,0,0,0
277,Park/Neutral,0.500,Off,6.766,13,98,Released,No,Inactive,Inactive,680,On,14.300,37,24.706,OK,332,00:01:44,621.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.598,14,464.410,711.806,464.410,147.569,14.368,On,0,2.554,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.660,Inactive,10.156,4.688,26.500,19.250,0,0,0,0
278,Park/Neutral,0.500,Off,7.016,13,98,Released,No,Inactive,Inactive,680,On,14.400,37,25.490,OK,336,00:01:44,615,0,Venting,Not Run,OK,Not Run,On,98.931,1.643,14,842.014,655.382,60.764,125.868,14.293,On,0,2.719,2.554,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,7.960,Inactive,10.156,6.250,32,19.543,0,0,0,0
279,Park/Neutral,0.500,Off,6.953,13,98,Released,No,Inactive,Inactive,680,On,14.300,37,22.745,OK,340,00:01:45,661,0,Venting,Not Run,OK,Not Run,On,98.931,1.665,14,859.375,772.569,846.354,65.104,14.343,On,0,2.299,2.178,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.140,Inactive,10.156,6.250,21,18.820,0,0,0,0
280,Park/Neutral,0.500,Off,6.992,13,98,Released,No,Inactive,Inactive,680,On,14.400,37,24.314,OK,340,00:01:46,641.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.638,14,108.507,785.590,646.701,104.167,14.343,On,0,2.524,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.660,Inactive,10.156,6.250,24.500,19.250,0,0,0,0
281,Park/Neutral,0.500,Off,6.984,13,98,Released,No,Inactive,Inactive,680,On,14.300,37,23.529,OK,332,00:01:46,656,0,Venting,Not Run,OK,Not Run,On,98.931,1.633,14,824.653,698.785,794.271,82.465,14.368,On,0,2.329,2.209,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.410,Inactive,10.156,6.250,20.500,19.113,0,0,0,0
282,Park/Neutral,0.500,Off,6.438,13,98,Released,No,Inactive,Inactive,680,On,14.300,37,23.529,OK,340,00:01:46,608,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,842.014,685.764,789.931,82.465,14.343,On,0,2.464,2.299,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.370,Inactive,10.156,6.250,29.500,19.113,0,0,0,0
283,Park/Neutral,0.500,Off,6.812,13,98,Released,No,Inactive,Inactive,680,On,14.300,37,23.922,OK,344,00:01:47,631.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.638,14,820.312,742.188,772.569,99.826,14.368,On,0,2.479,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.510,Inactive,10.156,6.250,25.500,19.250,0,0,0,0
284,Park/Neutral,0.500,Off,7.039,13,98,Released,No,Inactive,Inactive,680,On,14.300,37,24.314,OK,336,00:01:47,649,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,859.375,729.167,820.312,86.806,14.393,On,0,2.419,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.570,Inactive,8.594,6.250,24.500,19.250,0,0,0,0
285,Park/Neutral,0.500,Off,6.797,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,23.922,OK,340,00:01:48,630.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.656,14,811.632,772.569,820.312,95.486,14.368,On,0,2.419,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.470,Inactive,8.594,6.250,25.500,19.113,0,0,0,0
286,Park/Neutral,0.500,Off,6.859,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,23.922,OK,336,00:01:48,639.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.633,14,759.549,772.569,789.931,121.528,14.368,On,0,2.389,2.299,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.500,Inactive,8.594,6.250,24,19.113,0,0,0,0
287,Park/Neutral,0.500,Off,6.805,13,98,Released,No,Inactive,Inactive,680,On,14.400,38,24.314,OK,340,00:01:48,631.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,750.868,729.167,802.951,121.528,14.393,On,0,2.464,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.550,Inactive,7.812,6.250,25,19.250,0,0,0,0
288,Park/Neutral,0.500,Off,7.055,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,23.922,OK,336,00:01:49,650.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,763.889,703.125,811.632,112.847,14.467,On,0,2.359,2.314,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.550,Inactive,7.031,6.250,22.500,19.113,0,0,0,0
289,Park/Neutral,0.500,Off,6.984,13,98,Released,No,Inactive,Inactive,680,On,14.200,38,23.922,OK,332,00:01:49,636.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.667,14,65.104,685.764,824.653,121.528,14.368,On,0,2.419,2.284,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.510,Inactive,8.594,4.688,26,19.250,0,0,0,0
290,Park/Neutral,0.500,Off,6.945,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,23.922,OK,332,00:01:50,641.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.627,14,82.465,546.875,785.590,221.354,14.417,On,0,2.419,2.269,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.540,Inactive,8.594,4.688,23,19.250,0,0,0,0
291,Park/Neutral,0.500,Off,7.008,13,98,Released,No,Inactive,Inactive,680,On,14.200,38,23.922,OK,340,00:01:50,654.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.660,14,659.722,434.028,694.444,273.438,14.393,On,0,2.314,2.194,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.550,Inactive,8.594,4.688,21.500,19.113,0,0,0,0
292,Park/Neutral,0.500,Off,6.516,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,24.314,OK,336,00:01:50,598.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,82.465,425.347,234.375,186.632,14.368,On,0,2.494,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.540,Inactive,8.594,3.906,32,19.250,0,0,0,0
293,Park/Neutral,0.500,Off,7.047,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,24.314,OK,336,00:01:51,642.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.685,14,781.250,399.306,73.785,108.507,14.443,On,0,2.524,2.389,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.620,Inactive,9.375,5.469,26,19.250,0,0,0,0
294,Park/Neutral,0.500,Off,6.836,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,23.137,OK,340,00:01:51,645.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.663,14,837.674,308.160,833.333,65.104,14.343,On,0,2.299,2.194,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.240,Inactive,9.375,5.469,22.500,18.957,0,0,0,0
295,Park/Neutral,0.500,Off,6.477,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,23.529,OK,340,00:01:52,615,0,Venting,Not Run,OK,Not Run,On,98.931,1.669,14,807.292,668.403,651.042,95.486,14.368,On,0,2.389,2.269,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.300,Inactive,9.375,5.469,27.500,18.957,0,0,0,0
296,Park/Neutral,0.500,Off,6.680,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,23.922,OK,336,00:01:52,621.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,755.208,746.528,164.931,86.806,14.343,On,0,2.449,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.420,Inactive,7.812,5.469,28.500,19.113,0,0,0,0
297,Park/Neutral,0.500,Off,6.875,13,98,Released,No,Inactive,Inactive,680,On,14.200,38,23.529,OK,336,00:01:52,646,0,Venting,Not Run,OK,Not Run,On,98.931,1.645,14,815.972,707.465,802.951,69.444,14.393,On,0,2.269,2.209,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.370,Inactive,7.812,5.469,21.500,19.113,0,0,0,0
298,Park/Neutral,0.500,Off,6.438,13,98,Released,No,Inactive,Inactive,680,On,14.200,38,23.137,OK,336,00:01:53,618.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.672,14,785.590,716.146,820.312,82.465,14.393,On,0,2.284,2.209,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,34,7.210,Inactive,7.812,5.469,25,18.957,0,0,0,0
299,Park/Neutral,0.500,Off,6.539,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,22.745,OK,336,00:01:53,626.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.658,14,585.938,724.826,438.368,108.507,14.268,On,0,2.284,2.224,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,34,7.160,Inactive,7.031,5.469,25.500,18.957,0,0,0,0
300,Park/Neutral,0.500,Off,6.109,13,98,Released,No,Inactive,Inactive,680,On,14.200,38,22.745,OK,336,00:01:54,578.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,425.347,685.764,746.528,78.125,14.293,On,0,2.464,2.359,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.110,Inactive,8.594,6.250,28.500,19.250,0,0,0,0
301,Park/Neutral,0.500,Off,7.094,13,98,Released,No,Inactive,Inactive,680,On,14.200,38,25.490,OK,340,00:01:54,627,0,Venting,Not Run,OK,Not Run,On,98.931,1.624,14,73.785,668.403,828.993,82.465,14.393,On,0,2.659,2.584,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,7.960,Inactive,8.594,6.250,29.500,19.543,0,0,0,0
302,Park/Neutral,0.500,Off,6.719,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,21.569,OK,336,00:01:54,642.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.651,14,859.375,316.840,855.035,112.847,14.318,On,0,2.239,2.178,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,6.790,Inactive,8.594,6.250,22,18.820,0,0,0,0
303,Park/Neutral,0.500,Off,6.602,13,98,Released,No,Inactive,Inactive,680,On,14.300,38,23.137,OK,332,00:01:55,630.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.636,14,794.271,308.160,811.632,568.576,14.318,On,0,2.329,2.254,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,34,7.280,Inactive,8.594,6.250,25.500,18.957,0,0,0,0
304,Park/Neutral,0.500,Off,6.500,13,98,Released,No,Inactive,Inactive,680,On,14.200,38,24.706,OK,336,00:01:55,603,0,Venting,Not Run,OK,Not Run,On,98.931,1.660,14,151.910,729.167,815.972,737.847,14.368,On,0,2.509,2.434,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.670,Inactive,8.594,6.250,31,19.387,0,0,0,0
305,Park/Neutral,0.500,Off,6.797,13,98,Released,No,Inactive,Inactive,680,On,14.300,39,22.745,OK,332,00:01:56,635.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.679,14,768.229,685.764,833.333,703.125,14.268,On,0,2.359,2.194,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.100,Inactive,9.375,4.688,26,18.820,0,0,0,0
