Row,5 Volt Reference 1 [V],5 Volt Reference 2 [V],Accelerator Pedal Position (APP) Indicated Angle [%],Barometric Pressure (BARO) [kPa],Camshaft Position (CMP) Active Counter [counts],Camshaft Position (CMP) Sensor [rpm],Crankshaft Position (CKP) Active Counter [counts],Crankshaft Position (CKP) Resync Counter [counts],Crankshaft Position (CKP) Sensor [rpm],Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Run Time,Engine Speed [rpm],Ignition 1 Signal [V],Intake Air Temperature (IAT) Sensor [degree C],Knock Detected Cylinder 1,Knock Detected Cylinder 2,Knock Detected Cylinder 3,Knock Detected Cylinder 4,Knock Detected Cylinder 5,Knock Detected Cylinder 6,Knock Detected Cylinder 7,Knock Detected Cylinder 8,Knock Retard [deg],Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Spark [deg],Throttle Position (TP) Indicated Angle [%],Torque Management Spark Retard [deg],Total Knock Retard [deg],Vehicle Speed Sensor [km/h]
596,5.043,5.065,12.922,98,221,574,20,0,583,94,46.275,00:08:21,584.250,13.770,21,No,No,No,No,No,No,No,No,0,Yes,53,14.810,8.500,24.230,0,0,0
597,5.043,5.065,14.934,98,237,1009,241,0,1013,94,49.412,00:08:22,1025,13.795,21,No,No,No,No,No,No,No,No,0,Yes,57,18.990,15.500,26.223,0,0,2
598,5.043,5.065,8.645,98,3,1060,85,0,1045,94,40,00:08:22,1046.750,13.795,21,No,No,No,No,No,No,No,No,0,Yes,51,15.080,27,24.367,0,0,5
599,5.043,5.065,7.473,98,21,855,115,0,859,94,39.216,00:08:23,850.750,13.795,21,No,No,No,No,No,No,No,No,0,Yes,46,13.230,30,23.098,0,0,7
600,5.043,5.065,9.191,98,38,898,100,0,908,94,39.608,00:08:24,907,13.820,21,No,No,No,No,No,No,No,No,0,Yes,47,13.860,30.500,23.371,0,0,7
601,5.043,5.065,9.191,98,57,965,139,0,972,94,37.647,00:08:24,968,13.770,21,No,No,No,No,No,No,No,No,0,Yes,44,14.040,33,23.508,0,0,8
602,5.043,5.065,9.367,98,77,989,194,0,994,94,39.216,00:08:25,990.250,13.696,21,No,No,No,No,No,No,No,No,0,Yes,45,14.990,32,24.074,0,0,8
603,5.043,5.065,9.328,98,97,1007,5,0,1010,94,38.039,00:08:25,1008.250,13.746,21,No,No,No,No,No,No,No,No,0,Yes,44,14.400,33.500,23.801,0,0,9
604,5.043,5.065,9.328,98,117,1007,78,0,1001,94,37.647,00:08:26,1010.250,13.746,21,No,No,No,No,No,No,No,No,0,Yes,43,14.460,33.500,23.801,0,0,10
605,5.043,5.065,10.500,98,137,1015,154,0,1020,94,38.039,00:08:27,1018,13.770,21,No,No,No,No,No,No,No,No,0,Yes,43,14.790,34,24.074,0,0,10
606,5.043,5.043,12.238,98,158,1062,247,0,1069,94,41.176,00:08:27,1067,13.720,21,No,No,No,No,No,No,No,No,0,Yes,46,17.410,31.500,25.363,0,0,10
607,5.043,5.043,14.934,98,180,1149,119,0,1152,94,47.843,00:08:28,1154.500,13.795,21,No,No,No,No,No,No,No,No,0,Yes,51,21.980,29,27.199,0,0,10
608,5.043,5.043,14.250,98,204,1211,46,0,1208,94,46.667,00:08:28,1213.500,13.795,21,No,No,No,No,No,No,No,No,0,Yes,51,21.440,30,27.199,0,0,11
609,5.043,5.043,13.742,98,228,1205,239,0,1208,94,45.490,00:08:29,1208.250,13.820,21,No,No,No,No,No,No,No,No,0,Yes,50,21.080,30.500,26.926,0,0,12
610,5.043,5.065,13.098,98,253,1235,180,0,1239,94,43.922,00:08:30,1235.250,13.770,21,No,No,No,No,No,No,No,No,0,Yes,50,21.360,31,26.926,0,0,12
611,5.043,5.065,13.254,98,22,1235,126,0,1230,94,44.314,00:08:30,1234.250,13.746,21,No,No,No,No,No,No,No,No,0,Yes,49,21.010,31.500,26.926,0,0,12
612,5.043,5.065,13.605,98,46,1249,76,0,1252,94,45.882,00:08:31,1256.250,13.746,21,No,No,No,No,No,No,No,No,0,Yes,50,22.490,30.500,27.492,0,0,12
613,5.043,5.043,15.637,98,72,1291,39,0,1301,94,51.765,00:08:31,1299.250,13.720,21,No,No,No,No,No,No,No,No,0,Yes,54,25.720,29,28.781,0,0,13
614,5.043,5.043,16.789,98,98,1384,53,0,1388,94,54.118,00:08:32,1385.500,13.696,21,No,No,No,No,No,No,No,No,0,Yes,58,29.150,28.500,29.914,0,0,13
615,5.043,5.065,16.301,98,127,1416,102,0,1416,94,52.157,00:08:33,1415,13.670,21,No,No,No,No,No,No,No,No,0,Yes,56,28.460,29.500,29.777,0,0,14
616,5.043,5.065,17.004,98,155,1426,158,0,1424,94,52.941,00:08:33,1428.500,13.670,21,No,No,No,No,No,No,No,No,0,Yes,57,31.360,29,30.344,0,0,15
617,5.043,5.043,21.379,98,185,1559,250,0,1560,94,63.922,00:08:34,1567.500,13.670,21,No,No,Yes,No,No,No,No,No,3.692,Yes,66,39.070,23.500,33.039,0,3.691,15
618,5.043,5.065,18.527,98,217,1602,150,0,1603,94,60.784,00:08:34,1601,13.646,21,No,No,Yes,No,No,No,No,No,3.340,Yes,65,38.300,24.500,32.902,0,3.340,16
619,5.043,5.065,10.363,98,248,1495,39,0,1492,94,44.706,00:08:35,1482.250,13.720,21,No,No,No,No,No,No,No,No,2.901,Yes,51,25.300,29.500,28.195,0,2.812,16
620,5.043,5.043,10.520,98,20,1351,79,0,1351,94,44.314,00:08:36,1347.500,13.746,21,No,No,No,No,No,No,No,No,2.461,Yes,49,23.210,30,27.785,0,2.461,15
621,5.043,5.065,10.539,98,45,1155,46,0,1155,94,48.627,00:08:36,1146.750,13.746,21,No,No,No,No,No,No,No,No,2.285,Yes,51,21.750,27,27.199,0,2.285,14
622,5.043,5.065,10.871,98,68,1125,191,0,1131,94,45.490,00:08:37,1127,13.696,21,No,No,No,No,No,No,No,No,2.022,Yes,52,19.670,27.500,26.496,0,1.934,12
623,5.043,5.065,17.648,98,90,1071,65,0,1054,94,63.529,00:08:37,1056.250,13.670,21,No,No,No,No,No,No,No,No,1.670,Yes,58,26.470,3.500,29.055,20.742,1.582,10
624,5.043,5.043,17.160,98,114,1271,254,0,1274,94,53.725,00:08:38,1271.500,13.670,21,No,No,No,No,No,No,No,No,1.494,Yes,58,25.810,26.500,28.918,0,1.406,9
625,5.043,5.065,15.148,98,139,1201,204,0,1203,94,48.627,00:08:39,1196.750,13.746,21,No,No,No,No,No,No,No,No,1.055,Yes,54,22.370,28,27.492,0,1.055,9
626,5.043,5.065,3.918,98,163,1225,134,0,1213,94,32.941,00:08:39,1215.750,13.696,21,No,No,No,No,No,No,No,No,0.791,Yes,49,13.860,31,23.371,0,0.703,9
627,5.043,5.065,8.176,98,184,973,239,0,975,94,37.255,00:08:40,970.750,13.746,21,No,No,No,No,No,No,No,No,0,Yes,42,13.980,34.500,23.508,0,0,9
628,5.043,5.065,13.742,98,205,1142,69,0,1162,94,52.549,00:08:40,1170.500,13.746,21,No,No,No,No,No,No,No,No,0,Yes,57,19.440,27,26.496,0,0,8
629,5.043,5.043,13.586,98,228,1122,230,0,1121,94,45.098,00:08:41,1117.750,13.746,21,No,No,No,No,No,No,No,No,0,Yes,50,20.130,30,26.223,0,0,8
630,5.043,5.065,20.871,98,251,1292,134,0,1304,94,62.353,00:08:42,1310.250,13.746,21,No,No,No,No,No,No,No,No,0,Yes,65,30.160,25.500,30.773,0,0,8
631,5.043,5.065,14.602,98,21,1205,104,0,1200,94,46.275,00:08:42,1197.250,13.746,21,No,No,No,No,No,No,No,No,0,Yes,52,21.940,29.500,27.199,0,0,9
632,5.043,5.065,12.746,98,44,1159,18,0,1160,94,43.137,00:08:43,1152.250,13.746,21,No,No,No,No,No,No,No,No,0,Yes,50,19.670,30.500,26.359,0,0,9
633,5.043,5.065,4.602,98,67,1077,159,0,1066,94,31.373,00:08:43,1059.500,13.720,21,No,No,No,No,No,No,No,No,0,Yes,41,13.150,36.500,22.668,0,0,10
634,5.043,5.043,6.125,98,87,981,227,0,985,94,32.941,00:08:44,984.500,13.746,21,No,No,No,No,No,No,No,No,0,Yes,40,12.470,36.500,22.668,0,0,10
635,5.043,5.065,4.934,98,107,990,32,0,990,94,31.765,00:08:45,990,13.720,21,No,No,No,No,No,No,No,No,0,Yes,40,12.010,37.500,22.238,0,0,10
636,5.043,5.065,5.090,98,126,970,84,0,976,94,31.373,00:08:45,972.750,13.720,21,No,No,No,No,No,No,No,No,0,Yes,38,11.540,39,21.809,0,0,11
637,5.043,5.043,6.809,98,146,1015,145,0,1016,94,33.333,00:08:46,1010.750,13.770,21,No,No,No,No,No,No,No,No,0,Yes,39,13.360,37.500,22.805,0,0,11
638,5.043,5.043,8.840,98,166,1071,230,0,1075,94,35.686,00:08:46,1076,13.746,21,No,No,No,No,No,No,No,No,0,Yes,41,14.500,36,23.938,0,0,12
639,5.043,5.043,10.188,98,188,1139,94,0,1146,94,38.039,00:08:47,1146.250,13.720,21,No,No,No,No,No,No,No,No,0,Yes,44,17.210,34,25.070,0,0,13
640,5.043,5.065,10.520,98,212,1196,2,0,1205,94,38.824,00:08:48,1202.750,13.720,21,No,No,No,No,No,No,No,No,0,Yes,44,17.920,34.500,25.500,0,0,14
641,5.043,5.065,10.539,98,236,1243,196,0,1244,94,38.824,00:08:48,1238.500,13.720,21,No,No,No,No,No,No,No,No,0,Yes,43,18.260,35,25.793,0,0,14
642,5.043,5.065,10.520,98,5,1256,149,0,1244,94,38.431,00:08:49,1248.250,13.746,21,No,No,No,No,No,No,No,No,0,Yes,43,18.870,35,25.930,0,0,14
643,5.043,5.065,12.766,98,30,1289,114,0,1299,94,45.098,00:08:49,1300.500,13.696,21,No,No,No,No,No,No,No,No,0,Yes,48,22.290,32,27.355,0,0,15
644,5.043,5.065,9.699,98,56,1318,108,0,1316,94,39.608,00:08:50,1318.500,13.746,21,No,No,No,No,No,No,No,No,0,Yes,47,19.630,33,26.359,0,0,15
645,5.043,5.065,9.855,98,83,1313,107,0,1303,94,37.255,00:08:51,1313,13.746,21,No,No,No,No,No,No,No,No,0,Yes,43,19.670,36,26.223,0,0,15
646,5.043,5.043,9.855,98,109,1317,111,0,1320,94,38.431,00:08:51,1321.500,13.720,21,No,No,No,No,No,No,No,No,0,Yes,43,19.440,36,26.223,0,0,15
647,5.043,5.065,10.891,98,136,1330,112,0,1334,94,41.569,00:08:52,1336.750,13.746,20,No,No,No,No,No,No,No,No,0,Yes,45,21.150,34,27.062,0,0,15
648,5.043,5.043,5.949,98,162,1319,116,0,1319,94,29.412,00:08:52,1310.500,13.720,20,No,No,No,No,No,No,No,No,0,Yes,40,14.990,38.500,24.074,0,0,15
649,5.043,5.065,9.211,98,188,1284,94,0,1282,94,38.431,00:08:53,1285.750,13.746,20,No,No,No,No,No,No,No,No,0,Yes,42,19.020,36,25.930,0,0,15
650,5.043,5.043,8.664,98,214,1285,70,0,1289,94,38.039,00:08:54,1285.750,13.746,20,No,No,No,No,No,No,No,No,0,Yes,43,18.350,36,25.930,0,0,15
651,5.043,5.065,2.883,98,239,1206,33,0,1204,94,26.275,00:08:54,1199.500,13.696,20,No,No,No,No,No,No,No,No,0,Yes,35,12.300,42.500,22.238,0,0,14
652,5.043,5.065,2.551,98,7,1139,203,0,1132,94,26.275,00:08:55,1140,13.670,20,No,No,No,No,No,No,No,No,0,Yes,33,11.930,45,21.945,0,0,14
653,5.043,5.043,3.410,98,29,1071,81,0,1077,94,27.843,00:08:55,1078.250,13.670,20,No,No,No,No,No,No,No,No,0,Yes,33,11.350,43,21.809,0,0,13
654,5.043,5.065,3.410,98,50,1054,192,0,1058,94,27.843,00:08:56,1062.250,13.670,20,No,No,No,No,No,No,No,No,0,Yes,33,11.390,43,21.809,0,0,13
655,5.043,5.043,3.234,98,72,1099,52,0,1097,94,25.882,00:08:57,1102.500,13.670,20,No,No,No,No,No,No,No,No,0,Yes,32,10.630,45,21.379,0,0,13
656,5.043,5.043,0.500,98,94,1115,180,0,1116,94,23.922,00:08:57,1121,13.670,20,No,No,No,No,No,No,No,No,0,Yes,30,9.700,44.500,20.812,0,0,14
657,5.043,5.043,0.500,98,117,1144,66,0,1141,94,20,00:08:58,1141.250,13.670,20,No,No,No,No,No,No,No,No,0,Yes,27,8.900,33.500,20.109,0,0,14
658,5.043,5.065,0.500,98,139,1129,212,0,1130,94,20,00:08:58,1130.500,13.670,20,No,No,No,No,No,No,No,No,0,Yes,26,8.830,32,20.109,0,0,14
659,5.043,5.043,0.500,98,161,1051,76,0,1035,94,20.392,00:08:59,1037.500,13.596,20,No,No,No,No,No,No,No,No,0,Yes,26,8.360,29.500,19.680,0,0,15
660,5.043,5.043,0.500,98,180,909,124,0,900,94,20.392,00:09:00,903.500,13.546,20,No,No,No,No,No,No,No,No,0,Yes,26,7.590,29,18.820,0,0,15
661,5.043,5.065,0.500,98,197,764,92,0,748,94,20.784,00:09:00,746.500,13.596,20,No,No,No,No,No,No,No,No,0,Yes,28,6.820,24,18.254,0,0,15
662,5.043,5.043,0.500,98,210,617,229,0,614,94,20,00:09:01,614.250,13.646,20,No,No,No,No,No,No,No,No,0,Yes,31,6.400,16.500,17.688,0,0,15
663,5.043,5.065,0.500,98,222,593,61,0,590,94,20,00:09:01,584.750,13.646,20,No,No,No,No,No,No,No,No,0,Yes,33,6.310,17,17.688,0,0,15
664,5.043,5.065,2.062,98,234,582,137,0,605,94,20.392,00:09:02,605.750,13.696,20,No,No,No,No,No,No,No,No,0,Yes,35,6.500,17.500,18.117,0,0,15
665,5.043,5.065,2.902,98,247,684,4,0,698,94,24.314,00:09:03,702.500,13.720,20,No,No,No,No,No,No,No,No,0,Yes,35,7.470,19,18.820,0,0,15
666,5.043,5.043,2.551,98,6,792,186,0,798,94,23.137,00:09:03,794.750,13.746,20,No,No,No,No,No,No,No,No,0,Yes,32,7.390,27,18.820,0,0,14
667,5.043,5.065,7.141,98,23,867,157,0,874,94,30.588,00:09:04,883,13.746,20,No,No,No,No,No,No,No,No,0,Yes,34,11.640,30.500,22.102,0,0,13
668,5.043,5.043,14.953,98,45,1285,24,0,1288,94,50.196,00:09:04,1287.500,13.720,20,No,No,No,No,No,No,No,No,0,Yes,51,25.210,29.500,28.352,0,0,14
669,5.043,5.065,8.645,98,71,1316,25,0,1314,94,36.471,00:09:05,1306.750,13.720,20,No,No,No,No,No,No,No,No,0,Yes,45,19.020,34,26.066,0,0,15
670,5.043,5.043,7.316,98,97,1320,16,0,1317,94,34.510,00:09:06,1319.750,13.746,20,No,No,No,No,No,No,No,No,0,Yes,41,16.700,38,25.227,0,0,15
671,5.043,5.065,7.824,98,123,1301,1,0,1295,94,33.333,00:09:06,1301.750,13.720,20,No,No,No,No,No,No,No,No,0,Yes,38,16.430,39.500,24.934,0,0,15
672,5.043,5.043,8.488,98,149,1313,246,0,1316,94,34.902,00:09:07,1313.500,13.746,20,No,No,No,No,No,No,No,No,0,Yes,40,17.600,38,25.500,0,0,15
673,5.043,5.043,8.840,98,175,1299,235,0,1304,94,35.686,00:09:07,1295.750,13.720,20,No,No,No,No,No,No,No,No,0,Yes,40,18.030,37.500,25.500,0,0,15
674,5.043,5.065,10.715,98,201,1299,216,0,1295,94,42.745,00:09:08,1303.750,13.670,20,No,No,No,No,No,No,No,No,0,Yes,44,21.290,34,27.062,0,0,15
675,5.043,5.065,11.203,98,227,1300,201,0,1288,94,41.176,00:09:09,1290.500,13.670,20,No,No,No,No,No,No,No,No,0,Yes,46,20.800,33.500,26.789,0,0,15
676,5.043,5.043,12.238,98,253,1283,177,0,1287,94,41.961,00:09:09,1291,13.670,20,No,No,No,No,No,No,No,No,0,Yes,47,21.750,32.500,27.355,0,0,15
677,5.043,5.065,12.922,98,23,1308,161,0,1300,94,48.627,00:09:10,1313.500,13.696,20,No,No,No,No,No,No,No,No,0,Yes,51,24.850,30.500,28.195,0,0,14
678,5.043,5.065,13.605,98,50,1353,170,0,1358,94,47.843,00:09:10,1346.750,13.646,20,No,No,No,No,No,No,No,No,0,Yes,51,24.490,31.500,28.195,0,0,15
679,5.043,5.043,15.324,98,77,1421,203,0,1425,94,51.765,00:09:11,1425.750,13.670,20,No,No,No,No,No,No,No,No,0,Yes,55,28.930,30,29.621,0,0,15
680,5.043,5.043,15.617,98,106,1472,20,0,1474,94,51.373,00:09:12,1476.750,13.670,20,No,No,No,No,No,No,No,No,0,Yes,56,29.480,30,30.051,0,0,16
681,5.043,5.065,15.461,98,136,1493,111,0,1494,94,53.333,00:09:12,1494.500,13.670,20,No,No,No,No,No,No,No,No,0,Yes,55,31.600,30,30.480,0,0,17
682,5.043,5.065,14.113,98,166,1505,218,0,1505,94,47.451,00:09:13,1500.500,13.696,20,No,No,No,No,No,No,No,No,0,Yes,52,27.840,31.500,29.348,0,0,17
683,5.043,5.065,9.855,98,195,1426,46,0,1426,94,39.216,00:09:13,1416.500,13.670,20,No,No,No,No,No,No,No,No,0,Yes,45,22.450,35,27.199,0,0,16
684,5.043,5.043,10.871,98,220,1125,255,0,1127,94,50.588,00:09:14,1122.750,13.670,20,No,No,No,No,No,No,No,No,0,Yes,51,22.490,28.500,27.355,0,0,16
685,5.043,5.043,10.520,98,243,1173,155,0,1177,94,43.922,00:09:15,1174,13.696,20,No,No,No,No,No,No,No,No,0,Yes,52,20.600,29,26.633,0,0,16
686,5.043,5.043,10.520,98,10,1139,54,0,1142,94,46.667,00:09:15,1138,13.670,20,No,No,No,No,No,No,No,No,0,Yes,51,20.300,29.500,26.633,0,0,16
687,5.043,5.043,10.383,98,33,1138,203,0,1133,94,47.451,00:09:16,1139.750,13.696,20,No,No,No,No,No,No,No,No,0,Yes,52,20.230,29,26.633,0,0,15
688,5.043,5.065,6.965,98,56,1104,86,0,1094,94,34.118,00:09:16,1095.500,13.670,20,No,No,No,No,No,No,No,No,0,Yes,46,14.740,32.500,23.664,0,0,15
689,5.043,5.043,0.500,98,76,932,159,0,910,94,29.412,00:09:17,907.500,13.646,20,No,No,No,No,No,No,No,No,0,Yes,38,10.700,38,21.379,0,0,16
690,5.043,5.065,0.500,98,93,839,147,0,830,94,30.196,00:09:18,838.500,13.696,20,No,No,No,No,No,No,No,No,0,Yes,38,10.040,23,20.949,0,0,15
691,5.043,5.043,0.500,98,109,804,108,0,810,94,31.765,00:09:18,806,13.720,20,No,No,No,No,No,No,No,No,0,Yes,39,10.210,20,20.949,0,0,14
692,5.043,5.043,0.500,98,125,771,58,0,776,94,29.412,00:09:19,772,13.670,20,No,No,No,No,No,No,No,No,0,Yes,38,9.320,20,20.383,0,0,13
693,5.043,5.043,0.500,98,140,734,238,0,738,94,27.059,00:09:19,733.500,13.720,20,No,No,No,No,No,No,No,No,0,Yes,37,8.120,19.500,19.387,0,0,12
694,5.043,5.065,0.500,98,154,665,129,0,668,94,25.098,00:09:20,657,13.670,20,No,No,No,No,No,No,No,No,0,Yes,36,7.780,15.500,19.113,0,0,12
695,5.043,5.065,0.500,98,167,603,238,0,586,94,22.745,00:09:21,589.750,13.696,20,No,No,No,No,No,No,No,No,0,Yes,37,7.040,15,18.547,0,0,8
696,5.043,5.043,0.500,98,178,531,53,0,536,94,23.529,00:09:21,534.750,13.696,20,No,No,No,No,No,No,No,No,0,Yes,39,7.040,11,18.391,5.273,0,5
697,5.043,5.065,0.500,98,190,599,138,0,599,94,23.137,00:09:22,604.250,13.746,20,No,No,No,No,No,No,No,No,0,Yes,39,6.970,14.500,18.547,0,0,3
698,5.043,5.065,0.500,98,201,582,222,0,597,94,22.745,00:09:22,594.750,13.696,20,No,No,No,No,No,No,No,No,0,Yes,39,6.930,15,18.391,0,0,3
699,5.043,5.065,6.477,98,213,587,54,0,594,94,28.235,00:09:23,592.250,13.770,20,No,No,No,No,No,No,No,No,0,Yes,40,9.060,16,20.520,0,0,3
700,5.043,5.065,7.824,98,227,765,193,0,774,94,34.118,00:09:24,784.750,13.770,20,No,No,No,No,No,No,No,No,0,Yes,44,10.710,22,21.379,0,0,3
701,5.043,5.065,8.508,98,244,882,169,0,895,94,35.686,00:09:24,891.250,13.746,20,No,No,No,No,No,No,No,No,0,Yes,43,12.270,31,22.375,0,0,4
702,5.043,5.065,4.250,98,6,893,177,0,898,94,34.510,00:09:25,892.750,13.670,20,No,No,No,No,No,No,No,No,0,Yes,43,11.590,33.500,21.809,0,0,5
703,5.043,5.043,0.500,98,22,772,149,0,761,94,27.059,00:09:25,766,13.670,20,No,No,No,No,No,No,No,No,0,Yes,37,8.380,33,19.816,0,0,6
704,5.043,5.065,0.500,98,37,700,62,0,703,94,25.882,00:09:26,702.500,13.670,20,No,No,No,No,No,No,No,No,0,Yes,37,8.100,18,19.387,0,0,6
705,5.043,5.065,0.500,98,51,661,203,0,645,94,23.922,00:09:27,649.250,13.621,20,No,No,No,No,No,No,No,No,0,Yes,37,7.570,15,18.957,0,0,6
706,5.043,5.043,0.500,98,63,591,47,0,592,94,22.353,00:09:27,590.250,13.596,20,No,No,No,No,No,No,No,No,0,Yes,37,6.890,15,18.254,0,0,5
707,5.043,5.065,0.500,98,75,580,130,0,579,94,21.961,00:09:28,584.500,13.670,20,No,No,No,No,No,No,No,No,0,Yes,38,6.870,15.500,18.254,0,0,4
708,5.043,5.065,0.500,98,87,598,218,0,598,94,21.961,00:09:28,592.750,13.621,20,No,No,No,No,No,No,No,No,0,Yes,38,6.830,14.500,18.254,0,0,5
709,5.043,5.043,0.500,98,98,574,44,0,570,94,21.961,00:09:29,578.500,13.646,20,No,No,No,No,No,No,No,No,0,Yes,38,6.560,16,18.117,0,0,5
710,5.043,5.065,0.500,98,110,571,124,0,578,94,20.784,00:09:30,576.250,13.696,20,No,No,No,No,No,No,No,No,0,Yes,37,6.400,16,17.980,0,0,5
711,5.043,5.065,0.500,98,121,583,200,0,579,94,20.392,00:09:30,590.250,13.696,20,No,No,No,No,No,No,No,No,0,Yes,37,6.240,15.500,17.824,0,0,6
712,5.043,5.065,0.500,98,133,579,22,0,572,94,20.784,00:09:31,572,13.670,20,No,No,No,No,No,No,No,No,0,Yes,36,6.160,16,17.824,0,0,6
713,5.043,5.043,0.500,98,145,585,108,0,588,94,20.392,00:09:31,585.500,13.621,20,No,No,No,No,No,No,No,No,0,Yes,36,6.360,15.500,17.824,0,0,7
714,5.043,5.065,0.500,98,157,611,199,0,611,94,20,00:09:32,608,13.720,20,No,No,No,No,No,No,No,No,0,Yes,35,6.230,14.500,17.824,0,0,7
715,5.043,5.065,0.500,98,169,604,39,0,614,94,20.392,00:09:33,612.250,13.696,20,No,No,No,No,No,No,No,No,0,Yes,35,6.190,15,17.824,0,0,7
716,5.043,5.043,0.500,98,181,625,149,0,628,94,20,00:09:33,640.750,13.746,20,No,No,No,No,No,No,No,No,0,Yes,34,6.220,16.500,17.824,0,0,8
717,5.043,5.043,0.500,98,194,634,12,0,635,95,20,00:09:34,642.750,13.746,20,No,No,No,No,No,No,No,No,0,Yes,33,6.210,16,17.824,0,0,9
718,5.043,5.043,0.500,98,207,647,128,0,649,95,20,00:09:34,647.250,13.696,20,No,No,No,No,No,No,No,No,0,Yes,33,6.290,16,17.824,0,0,9
719,5.043,5.065,0.500,98,219,625,232,0,615,95,20,00:09:35,604.250,13.670,20,No,No,No,No,No,No,No,No,0,Yes,33,6.240,14,17.824,0,0,10
720,5.043,5.043,0.500,98,231,590,63,0,583,95,20.392,00:09:36,594.500,13.770,20,No,No,No,No,No,No,No,No,0,Yes,34,6.460,16,17.824,0,0,10
721,5.043,5.065,0.500,98,243,607,152,0,605,95,20,00:09:36,603.250,13.646,20,No,No,No,No,No,No,No,No,0,Yes,35,6.350,15,17.824,0,0,10
722,5.043,5.043,0.500,98,255,617,244,0,620,95,20,00:09:37,609,13.696,20,No,No,No,No,No,No,No,No,0,Yes,34,6.120,15,17.688,0,0,11
723,5.043,5.065,0.500,98,11,612,89,0,614,95,20.392,00:09:37,614.250,13.720,20,No,No,No,No,No,No,No,No,0,Yes,34,6.220,16,17.688,0,0,11
724,5.043,5.043,0.500,98,24,656,205,0,651,95,20.392,00:09:38,654.750,13.720,20,No,No,No,No,No,No,No,No,0,Yes,32,6.050,16.500,17.688,0,0,12
725,5.043,5.043,0.500,98,37,629,61,0,631,95,20,00:09:39,629.750,13.770,20,No,No,No,No,No,No,No,No,0,Yes,33,6.200,16.500,17.688,0,0,12
726,5.043,5.043,0.500,98,49,576,157,0,579,95,20,00:09:39,583.500,13.770,20,No,No,No,No,No,No,No,No,0,Yes,33,6.290,17,17.688,0,0,12
727,5.043,5.043,0.500,98,61,587,241,0,575,95,19.216,00:09:40,573.250,13.770,20,No,No,No,No,No,No,No,No,0,Yes,34,6.050,17.500,17.551,0,0,13
728,5.043,5.043,0.500,98,73,616,82,0,621,95,19.608,00:09:40,618,13.746,20,No,No,No,No,No,No,No,No,0,Yes,34,6.230,16,17.688,0,0,12
729,5.043,5.065,0.500,98,85,578,171,0,580,95,20,00:09:41,575.500,13.746,20,No,No,No,No,No,No,No,No,0,Yes,34,5.890,17,17.551,0,0,12
730,5.043,5.065,0.500,98,97,597,2,0,584,95,21.176,00:09:42,584.500,13.696,20,No,No,No,No,No,No,No,No,0,Yes,34,6,16.500,17.688,0,0,12
731,5.043,5.065,0.500,98,109,604,93,0,590,95,19.608,00:09:42,596.250,13.746,20,No,No,No,No,No,No,No,No,0,Yes,35,6.310,16,17.551,0,0,13
732,5.043,5.043,0.500,98,121,647,207,0,648,95,19.608,00:09:43,646,13.770,20,No,No,No,No,No,No,No,No,0,Yes,33,6.200,16.500,17.551,0,0,14
733,5.043,5.043,0.500,98,134,607,56,0,613,95,20,00:09:43,612.750,13.770,20,No,No,No,No,No,No,No,No,0,Yes,33,5.930,17,17.688,0,0,14
734,5.043,5.043,0.500,98,147,636,172,0,635,95,19.216,00:09:44,641,13.795,20,No,No,No,No,No,No,No,No,0,Yes,32,6.300,17,17.551,0,0,15
735,5.043,5.043,0.500,98,160,652,41,0,641,95,20,00:09:45,638.500,13.670,20,No,No,No,No,No,No,No,No,0,Yes,32,6.190,16,17.688,0,0,15
736,5.043,5.065,0.500,98,173,618,151,0,602,95,20.392,00:09:45,602.250,13.646,20,No,No,No,No,No,No,No,No,0,Yes,32,6.010,16.500,17.688,0,0,15
737,5.043,5.043,0.500,98,185,619,245,0,631,95,20,00:09:46,631.750,13.720,20,No,No,No,No,No,No,No,No,0,Yes,33,6.040,17.500,17.551,0,0,16
738,5.043,5.065,0.500,98,197,622,104,0,629,95,19.216,00:09:46,631.250,13.746,20,No,No,No,No,No,No,No,No,0,Yes,32,6.130,18,17.551,0,0,17
739,5.043,5.065,0.500,98,210,611,206,0,613,95,19.216,00:09:47,621.500,13.746,20,No,No,No,No,No,No,No,No,0,Yes,32,6.400,18.500,17.551,0,0,19
740,5.043,5.065,0.500,98,222,632,60,0,634,95,19.608,00:09:48,633.250,13.746,20,No,No,No,No,No,No,No,No,0,Yes,32,6.150,18.500,17.551,0,0,21
741,5.043,5.043,0.500,98,235,664,175,0,668,95,19.608,00:09:48,659,13.720,20,No,No,No,No,No,No,No,No,0,Yes,32,6.210,19,17.688,0,0,22
742,5.043,5.065,0.500,98,248,666,51,0,655,95,19.216,00:09:49,656.750,13.696,20,No,No,No,No,No,No,No,No,0,Yes,31,6.500,19.500,17.688,0,0,22
743,5.043,5.043,0.500,98,6,649,177,0,646,95,19.608,00:09:49,649.500,13.696,20,No,No,No,No,No,No,No,No,0,Yes,31,6.270,19,17.688,0,0,21
744,5.043,5.065,2.062,98,18,637,30,0,640,95,22.353,00:09:50,647.500,13.746,20,No,No,No,No,No,No,No,No,0,Yes,33,6.690,19,18.254,0,0,20
